5,Trader Joes #120,Trader Joes #120,2015-04-02,,878 Eastlake Pkwy,1
7,Sew Pros 4,Sew Pros 4,2015-04-02,,5525 Clairemont Mesa Blvd,0
13,Ruttis Hair Salon,Ruttis Hair Salon,2015-04-03,,8909 Complex Dr,0
14,Trader Joes # 223,Trader Joes # 223,2015-04-03,,13480 Highlands Place,1
15,Harsey & Harsey,Harsey & Harsey,2015-04-03,,4090 Morena Blvd,1
19,Perry's Cafe,Perry's Cafe,2015-04-07,,4610 Pacific Hwy,0
20,Carefree Vacations,Carefree Vacations,2015-04-07,storefront,878 Eastlake Pkwy  Suite # 1310,0
21,Subway,Subway,2015-04-07,storefront,3298 Greyling Dr,0
22,Genesee Plaza Cleaners,Genesee Plaza Cleaners,2015-04-07,storefront,4203 Genesee Ave,0
24,Health Point Wellness Clinic,Health Point Wellness Clinic,2015-04-07,storefront,9450 Scranton Rd,0
25,C and D Cycles,C and D Cycles,2015-04-07,storefront,4927 Convoy St,1
26,Bergen And Brasier,Bergen And Brasier,2015-04-07,storefront,5710 Kearny Villa Rd,1
27,Champagne Spas,Champagne Spas,2015-04-07,storefront,5710 Kearny Villa Rd,1
28,La Mesa Chiropratic,La Mesa Chiropratic,2015-04-07,storefront,4690 Nebo Dr,0
29,Cal Accounts,Cal Accounts,2015-04-08,,323 Van Houten Ave,0
30,G.T.M. Discount #2,G.T.M. Discount #2,2015-04-08,,7663 Broadway,1
36,Palomar Cleaners,Palomar Cleaners,2015-04-08,,7870 Broadway,0
37,Dell Enterprises,Dell Enterprises,2015-04-08,,7949 Broadway,1
38,Steiger Floral & Arts,Steiger Floral & Arts,2015-04-08,,8057 Broadway,0
39,American Licensing,American Licensing,2015-04-08,storefront,5232 Jackson Dr,0
40,Roccoforte Hair,Roccoforte Hair,2015-04-08,storefront,8131 La Mesa Blvd,0
41,Rick Gallery and Framing,Rick Gallery and Framing,2015-04-08,storefront,8808 La Mesa Blvd,0
42,La Mesa Glass,La Mesa Glass,2015-04-08,,8710 Railroad Avenue,1
43,Socal Engineering,Socal Engineering,2015-04-08,,7354 Trade St,0
46,Trader Joes # 26,Trader Joes # 26,2015-04-08,,1190 University Ave,1
47,G.T.M Discount #1,G.T.M Discount #1,2015-04-08,storefront,8967 Carlton Hills Blvd,1
51,Gosch Ford Escondido,Gosch Ford Escondido,2015-04-08,,1717 Auto Park Way,0
53,Trader Joes #24,Trader Joes #24,2015-04-08,,5495 Grossmont Blvd,1
54,Tru Hair Salon,Tru Hair Salon,2015-04-08,,9625 Black Mountain Rd,0
56,Trader Joes # 222,Trader Joes # 222,2015-04-09,,1072 Camino Del Rio N,1
59,Outrageous Rugs,Outrageous Rugs,2015-04-09,,7126 Miramar Rd,1
60,Top Buns Sandwich,Top Buns Sandwich,2015-04-09,,7128 Miramar Rd,0
61,Cosmopolitian Cleaners,Cosmopolitian Cleaners,2015-04-09,storefront,9450 Scranton Rd,0
62,Sorento Valley Optomertic,Sorento Valley Optomertic,2015-04-09,,9450 Scranton Rd,0
64,Sherwood Mechanical,Sherwood Mechanical,2015-04-09,,6630 Top Gun St,1
66,San Diego Shade,San Diego Shade,2015-04-09,,7354 Trade St,1
67,Trader Joes #188,Trader Joes #188,2015-04-09,,2401 Truxtun Rd,1
68,Newen Enterprises,Newen Enterprises,2015-04-09,,1250 Pacific Oaks Pl,1
69,Trader Joes # 20,Trader Joes # 20,2015-04-09,,8657 La Jolla Village Dr,1
70,Trader Joes # 21,Trader Joes # 21,2015-04-09,,1211 Garnet Ave,1
73,Sprouts # 2,Sprouts # 2,2015-04-10,,690 Thrid Ave.,1
75,Cumming Chevrolet,Cumming Chevrolet,2015-04-10,,2301 National City Blvd,1
76,Hyde Edwards,Hyde Edwards,2015-04-10,,2308 Kettner Blvd,1
77,Luxe Hair Studio,Luxe Hair Studio,2015-04-10,,1111 Fort Stockton Dr,0
78,Edward D. Jones,Edward D. Jones,2015-04-10,,1111 Fort Stockton Dr,1
80,Rbs/Bluemotif Architecture,Rbs/Bluemotif Architecture,2015-04-10,,2311 Kettner Blvd,0
81,Compass Real Estate,Compass Real Estate,2015-04-10,storefront,1625 W Lewis St,1
82,U.P.S Store,U.P.S Store,2015-04-10,,302 Washington St,1
89,Check into Cash #940,Check into Cash #940,2015-04-13,,1965 El Cajon Blvd,0
91,Mission Hills Fabric,Mission Hills Fabric,2015-04-13,storefront,1604 W Lewis St,0
93,Lancetown Industries  Inc - Powers Plumbing,Lancetown Industries  Inc - Powers Plumbing,2015-04-13,storefront,1705 W Lewis St,1
95,G.T.M Office,G.T.M Office,2015-04-13,,Gillespie Way,1
96,Solo Beauty Botique,Solo Beauty Botique,2015-04-13,storefront,7853 El Cajon Blvd,0
97,Bit Company,Bit Company,2015-04-13,,8085 La Mesa Blvd,1
99,Box Galaxy,Box Galaxy,2015-04-13,storefront,7465 Mission Gorge Rd,0
100,Drinking Water,Drinking Water,2015-04-13,storefront,235 Town Center Pkwy,0
101,Sew Pros #1,Sew Pros #1,2015-04-13,,393 Broadway,1
102,Citi Dental Rancho,Citi Dental Rancho,2015-04-13,,2451 Jamacha Rd,1
103,Broadway Coin & Stamp,Broadway Coin & Stamp,2015-04-13,,473 Broadway,0
104,Check into Cash # 937,Check into Cash # 937,2015-04-13,,1224 Broadway,0
105,Sams Shoes,Sams Shoes,2015-04-13,,484 W Main St,0
106,The Barbecue Pit,The Barbecue Pit,2015-04-13,,2388 Fletcher Pkwy,1
123,Mount Miguel Convenant Village,Mount Miguel Convenant Village,2015-04-16,,325 Kempton St,0
124,Cambridge Square HOA,Cambridge Square HOA,2015-04-16,HOA,350 Nutmeg St,0
125,Citi Dental,Citi Dental,2015-04-17,,290 E Douglas Ave,1
126,7-11 #5,7-11 #5,2015-04-17,,2270 Fletcher Pkwy,0
127,Darel Kennedy's,Darel Kennedy's,2015-04-17,,2276 Fletcher Pkwy,0
128,Honey B Silk- Signs,Honey B Silk- Signs,2015-04-17,,2284 Fletcher Pkwy,0
129,Diamond Creation,Diamond Creation,2015-04-17,,751 Jamacha Rd,0
130,Dr. Kerry Booth,Dr. Kerry Booth,2015-04-17,,2990 Jamacha Rd,0
132,Cory's Closet,Cory's Closet,2015-04-17,,3745 Avocado Blvd,0
133,Salvation Army,Salvation Army,2015-04-17,,4170 Balboa Ave,0
134,Trader Joes # 23,Trader Joes # 23,2015-04-17,,11955 Carmel Mountain Rd,0
135,Quality Tax Service,Quality Tax Service,2015-04-17,,9829 Campo Rd,1
136,Minor Construction,Minor Construction,2015-04-17,,301 Enterprise St,1
139,Baker Electric - 1298 building,Baker Electric - 1298 building,2015-04-18,,1298 Pacific Oaks Pl,0
140,California Coast Credit Union - Genesee,California Coast Credit Union - Genesee,2015-04-18,,4265 Genesee Ave,0
141,Oggi's Pizza & Brewing,Oggi's Pizza & Brewing,2015-04-18,,2562 Laning Rd,0
142,Punjabi- Tandoor,Punjabi- Tandoor,2015-04-18,,5425 Morehouse Dr,0
145,California Coast Credit Union - Chula Vista,California Coast Credit Union - Chula Vista,2015-04-21,,386 E H St,1
156,La Costa Glen,La Costa Glen,2015-04-26,,1940 Levante Street,1
157,California Coast Credit Union - Poway,California Coast Credit Union - Poway,2015-04-27,,13616 Poway Rd,0
158,Trader Joes #221,Trader Joes #221,2015-04-27,,9850 Hibert St,1
159,Trader Joes #220,Trader Joes #220,2015-04-27,,2629 Gateway Road,1
160,California Coast Credit Union - Escondido,California Coast Credit Union - Escondido,2015-04-27,,962 W Valley Pkwy,0
161,Trader Joes #105,Trader Joes #105,2015-04-27,,1885 Centre City Pkwy,1
162,Del Mar Hts Medical Building,Del Mar Hts Medical Building,2015-04-27,,13983 Mango Dr,1
163,Mathnasium,Mathnasium,2015-04-27,storefront,3435 Del Mar Heights Rd,0
164,Coin Op Laundry,Coin Op Laundry,2015-04-27,storefront,2606 Del Mar Heights Rd,0
165,Trader Joes #25,Trader Joes #25,2015-04-27,,115 N El Camino Real,1
166,Champagne Spals,Champagne Spals,2015-04-27,,1540 Encinitas Blvd,0
167,Invision Boutique,Invision Boutique,2015-04-27,storefront,3830 Valley Centre Dr,1
168,Royal Dance Academy,Royal Dance Academy,2015-04-27,storefront,3880 Valley Centre Dr,0
169,Edward D Jones,Edward D Jones,2015-04-27,storefront,12750 Carmel Country Rd,1
171,D&S Construction,D&S Construction,2015-04-27,,1277 Pacific Oaks Pl,0
172,Trader Joes #22,Trader Joes #22,2015-04-27,,2570 Vista Way,1
173,California Coast Credit Union - Oceanside,California Coast Credit Union - Oceanside,2015-04-27,storefront,3485 Marron Rd,0
174,California  Coast Credit Union,California  Coast Credit Union,2015-04-27,,140 Knoll Rd,0
178,Hansen Real Estate Building,Hansen Real Estate Building,2015-04-28,,667 N Escondido Blvd,0
183,Space San Diego,Space San Diego,2015-04-30,,1531 Pacific Highway,0
184,Mission Hills Financial,Mission Hills Financial,2015-04-30,storefront,1633 W Lewis St,1
185,Watchlight Corporation,Watchlight Corporation,2015-04-30,storefront,111 S Marshall Ave,1
190,Valley Center Dental,Valley Center Dental,2015-05-01,Notify - 3 days,28743 Valley Center Rd # A,1
199,Aqua Clean (Aldila Building),Aqua Clean (Aldila Building),2015-05-05,,13450 Stowe Dr,0
200,Gordon and Holmes,Gordon and Holmes,2015-05-05,,223 W Date St,0
201,Gateway,Gateway,2015-05-05,,800 W Valley Pkwy,0
207,Wells Fargo -San Ysidro,Wells Fargo -San Ysidro,2015-05-09,,637 E San Ysidro Blvd,0
211,SAFETY MEETING,SAFETY MEETING,2015-05-12,,740 Metcalf St,1
219,Mckowskis (K-Tube),Mckowskis (K-Tube),2015-05-15,,13400 Kirkham Way,0
220,Fitting for Uniforms,Fitting for Uniforms,2015-05-15,,460 W California Ave,0
222,Training,Training,2015-05-16,,740 Metcalf St,0
229,Wells Fargo - Chula Vista -Birch,Wells Fargo - Chula Vista -Birch,2015-05-21,,2160 Birch Rd,0
230,Wells Fargo - Chula Vista - Third Ave,Wells Fargo - Chula Vista - Third Ave,2015-05-21,,826 3rd Ave,0
231,Vista Paint - Kearny Mesa,Vista Paint - Kearny Mesa,2015-05-22,,5700 Kearny Villa Road,0
232,Vista Paint - Morena Blvd,Vista Paint - Morena Blvd,2015-05-22,,1103 Morena Blvd,0
233,Vista Paint - Chula Vista,Vista Paint - Chula Vista,2015-05-22,,15 N 4th Ave,0
234,Vista Paint - El Cajon,Vista Paint - El Cajon,2015-05-22,,1220 N Magnolia Ave,0
235,Vista Paint - Encinitas,Vista Paint - Encinitas,2015-05-22,,133 N El Camino Real,0
236,Vista Paint - Escondido,Vista Paint - Escondido,2015-05-22,,602 N Escondido Blvd,0
237,Vista Paint - Vista,Vista Paint - Vista,2015-05-22,,611 Sycamore Ave,0
238,Wells Fargo - El Cajon - 2nd St,Wells Fargo - El Cajon - 2nd St,2015-05-24,,250 N 2nd St,0
239,Wells Fargo - El Cajon - Jamacha Rd,Wells Fargo - El Cajon - Jamacha Rd,2015-05-24,,2366 Jamacha Rd,0
241,Cross Connection,Cross Connection,2015-05-26,,1675 7 Oakes Rd,1
242,Wells Fargo - Kearny Mesa,Wells Fargo - Kearny Mesa,2015-05-26,,9360 Clairemont Mesa Blvd,0
243,Wells Fargo - National City,Wells Fargo - National City,2015-05-26,,1199 Highland Ave,0
244,Wells Fargo -Saturn Blvd,Wells Fargo -Saturn Blvd,2015-05-26,,685 Saturn Blvd,0
245,Wells Fargo - Lemon Grove,Wells Fargo - Lemon Grove,2015-05-26,,7080 Broadway,0
246,Mohnacky Animal Hospital,Mohnacky Animal Hospital,2015-05-26,storefront,2250 S Escondido Blvd,1
247,Acacia Animal Health Center,Acacia Animal Health Center,2015-05-26,,655 W Citracado Pkwy,1
248,Jackalynn Wilson Salon,Jackalynn Wilson Salon,2015-05-26,,7843 Girard Ave,1
249,Sculpt Noveau,Sculpt Noveau,2015-05-26,,570 N Tulip St,0
252,West Tech Contr. Inc,West Tech Contr. Inc,2015-05-26,,568 N Tulip St,1
254,Dr. Parcels,Dr. Parcels,2015-05-27,,941 Broadway,0
257,Cline Design,Cline Design,2015-05-27,storefront,629 W Grand Ave,0
258,Wells Fargo - Point Loma,Wells Fargo - Point Loma,2015-05-27,,1205 Rosecrans St,0
259,Wells Fargo - Mission Hills,Wells Fargo - Mission Hills,2015-05-27,,510 W Washington St,0
260,Ahern - McKowskies,Ahern - McKowskies,2015-05-27,,10529 Vine St,0
263,Dr. Hagestrom,Dr. Hagestrom,2015-05-27,,8923 La Mesa Blvd,1
264,DANNY SCHOOL,DANNY SCHOOL,2015-05-27,,Copeland Ave,0
282,Wells Fargo - in Vons 92123,Wells Fargo - in Vons 92123,2015-06-05,,3550 Murphy Canyon Rd,0
290,Baskin Robbins,Baskin Robbins,2015-06-10,,3830 Valley Centre Dr,0
310,Air Com Leasing,Air Com Leasing,2015-06-12,,Areo Rd,0
313,Wells Fargo - Lake Murray Blvd,Wells Fargo - Lake Murray Blvd,2015-06-13,,5610 Lake Murray Blvd,0
314,Wells Fargo - Broadway Chula Vista,Wells Fargo - Broadway Chula Vista,2015-06-13,,1232 Broadway,0
331,Locks of Luv,Locks of Luv,2015-06-18,storefront,501 S Escondido Blvd,0
337,Aubree Glen Development HOA,Aubree Glen Development HOA,2015-06-19,HOA,1920 Bassett Ln,0
348,Leslie Pool's,Leslie Pool's,2015-06-26,,1611 Centre City Pkwy,0
349,Villa Bonita,Villa Bonita,2015-06-26,,3434 Bonita Rd,0
350,Roma's Market,Roma's Market,2015-06-26,,1054 W Valley Pkwy,0
362,Wells Fargo - Coronado,Wells Fargo - Coronado,2015-06-30,,829 Orange Ave,0
366,Par Electric,Par Electric,2015-07-02,,525 Corporate Dr,0
374,Camp Run a Mutt,Camp Run a Mutt,2015-07-09,,910 Armorlite Dr,0
376,Las Villas El Norte Retirement & Health Care,Las Villas El Norte Retirement & Health Care,2015-07-10,,1325 Las Villas Way,0
377,Glenbrook Assisted Living / La Costa Glen,Glenbrook Assisted Living / La Costa Glen,2015-07-10,,,0
379,Falcon Sales,Falcon Sales,2015-07-12,,2598 Fortune Way,0
384,Wheelihan Construction,Wheelihan Construction,2015-07-13,,2598 Fortune Way,1
385,Blue Sky Energy,Blue Sky Energy,2015-07-13,,2598 Fortune Way,1
398,California Coast Credit Union - La Mesa,California Coast Credit Union - La Mesa,2015-07-20,,8002 La Mesa Blvd,1
399,California Coast Credit Union - Hillcrest,California Coast Credit Union - Hillcrest,2015-07-20,,1060 University Ave,0
400,California Coast Credit Union - Normal Heights,California Coast Credit Union - Normal Heights,2015-07-20,,4470 Park Blvd,0
406,California Coast Credit - Mira Mesa,California Coast Credit - Mira Mesa,2015-07-20,,8220 Mira Mesa Blvd,0
408,California Coast Credit Union - Genesee (duplicate with PW h,California Coast Credit Union - Genesee (duplicate with PW h,2015-07-20,,4265 Genesee Ave,0
409,California Coast Credit Union - Santee,California Coast Credit Union - Santee,2015-07-20,,9808 Mission Gorge Rd,1
416,Park Loft COA,Park Loft COA,2015-07-24,,877 Island Ave,0
436,Assemblies Supply,Assemblies Supply,2015-08-04,,1250 Pacific Oaks Place,0
447,Killion Industries #1,Killion Industries #1,2015-08-06,,2811 La Mirada,1
448,Killion Industries #2,Killion Industries #2,2015-08-06,,2480 Ash St,1
449,Killion Industries #3 - Corp,Killion Industries #3 - Corp,2015-08-06,,1370 Poinsettia Ave,1
451,Killion Industries #4,Killion Industries #4,2015-08-06,,1380 Poinsettia Ave,1
452,Killion Industries #5,Killion Industries #5,2015-08-06,,2490 Ash St,1
461,Dr. Ewing DDS,Dr. Ewing DDS,2015-08-12,,3340 Kemper St,0
462,Derby Terrace / 3 Residental Buildings,Derby Terrace / 3 Residental Buildings,2015-08-12,,14103 Old El Camino Real,0
472,Premire Properties House,Premire Properties House,2015-08-17,,5482 Alexandrine Court,0
473,Taurus Builders- Oceanside Property,Taurus Builders- Oceanside Property,2015-08-17,,1803 S Myers St,0
475,Car Pool,Car Pool,2015-08-18,,740 Metcalf Street,0
479,The Lodge at Torrey Pines,The Lodge at Torrey Pines,2015-08-25,,11480 N Torrey Pines Rd,0
489,Sunrise Buffet,Sunrise Buffet,2015-09-01,,3860 Ostrow St #121,0
492,Parkwest Condominiums,Parkwest Condominiums,2015-09-03,HOA,2700 2nd Ave,0
503,Thor MX,Thor MX,2015-09-10,,12267 Crosthwaite Cir,0
506,Escondido Museum,Escondido Museum,2015-09-11,storefront,457 E. Grand Ave,0
516,Wells Fargo - Grossmont,Wells Fargo - Grossmont,2015-09-20,,5500 Grossmont Center Dr,0
517,Wells Fargo - El Cajon - Avocado Ave,Wells Fargo - El Cajon - Avocado Ave,2015-09-20,,1201 Avocado Ave,0
524,California Coast Credit Union -,California Coast Credit Union -,2015-09-25,,4285 Ruffin Rd,0
526,Wells Fargo - Alpine,Wells Fargo - Alpine,2015-09-25,,1522 Highlands View Rd,0
542,Paradise Insurance,Paradise Insurance,2015-09-29,storefront,501 S Escondido Blvd,0
547,Hanson Real Estate -2,Hanson Real Estate -2,2015-10-02,,1205-1209 S Escondido Blvd,0
565,All Saints Lutheran,All Saints Lutheran,2015-10-09,,6355 Radcliff,0
575,American Door and Trim,American Door and Trim,2015-10-09,,11639 Riverside dr,0
578,Miracle Ear,Miracle Ear,2015-10-13,storefront,559 H St,0
600,Agree Corporatior,Agree Corporatior,2015-10-20,,9550 Pathway Street,0
620,La Mesa Village Apts,La Mesa Village Apts,2015-10-22,,7914 La Mesa Blvd,0
634,Club Pilates,Club Pilates,2015-10-30,storefront,12145 Alta Carmel Drive,0
676,Donahue Schrieber Prop Mgmt,Donahue Schrieber Prop Mgmt,2015-11-25,storefront,2628 Del Mar Heights Rd,0
693,California Coast Credit Union,California Coast Credit Union,2015-12-02,,429 Santa Fe Drive,0
714,Community Church-,Community Church-,2015-12-14,,251 Palomar Ave,0
717,Ready America,Ready America,2015-12-15,,1150 Simpson Way,0
724,Shay Chiropractic,Shay Chiropractic,2015-12-28,,10720 Thornmint Road,0
726,San Diego Coin and Bullion,San Diego Coin and Bullion,2015-12-28,storefront,7420 Clairemont Mesa Boulevard,0
731,IE Pacific Inc,IE Pacific Inc,2015-12-31,Notify - 3 days,150 West Crest Street,1
735,Escondido Feed Store,Escondido Feed Store,2016-01-08,,649 Rock Springs Road,1
742,Wells Fargo - Euclid Ave,Wells Fargo - Euclid Ave,2016-01-12,,346 Euclid Avenue,0
743,Wells Fargo - Hillcrest,Wells Fargo - Hillcrest,2016-01-12,,1220 Cleveland Avenue,0
745,Wells Fargo - Friars,Wells Fargo - Friars,2016-01-16,,5624 Mission Center Road,0
749,SearSucker Restaurant,SearSucker Restaurant,2016-01-22,,12995 El Camino Real,0
758,Wells Fargo - Girard Ave.,Wells Fargo - Girard Ave.,2016-01-29,,7714 Girard Avenue,0
761,Santo Sushi,Santo Sushi,2016-01-30,,10432 Clairemont Mesa Boulevard,0
762,Dave Sykes Building,Dave Sykes Building,2016-02-01,,10140 Mesa Rim Road,0
771,Prime Electrical Services,Prime Electrical Services,2016-02-04,,480 Enterprise Street,1
774,Donahue Schriber Realty Group,Donahue Schriber Realty Group,2016-02-05,Property Manager,12925 El Camino Real,0
779,Premier Roofing Contracting,Premier Roofing Contracting,2016-02-11,,9054 Olive Drive,0
797,Mckowskis Maint/Event Networks,Mckowskis Maint/Event Networks,2016-02-24,,9606 Aero Drive,0
807,Class - Mineral spot removal,Class - Mineral spot removal,2016-03-07,,5797 Chesapeake Court,0
841,Mcdonalds,Mcdonalds,2016-03-17,,4449 Camino De La Plaza,0
845,Royal Dance Academy,Royal Dance Academy,2016-03-18,,11494 Sorrento Valley Road,0
876,Wells Fargo Advisors,Wells Fargo Advisors,2016-03-23,,600 West Broadway,0
886,J Craig Venter Institute,J Craig Venter Institute,2016-03-24,,4120 Capricorn Way,0
906,California Coast Credit Union,California Coast Credit Union,2016-03-31,,32170 Temecula Parkway,0
910,A-Mart,A-Mart,2016-04-07,,1255 Imperial Avenue,0
918,Baker Electric - 1218 building,Baker Electric - 1218 building,2016-04-14,,1218 Pacific Oaks Place,0
1060,Tim no work,Tim no work,2016-04-27,,,0
1061,Wells Fargo - Bonita,Wells Fargo - Bonita,2016-04-29,,4180 Bonita Road,0
1366,Wells Fargo Pacific Beach,Wells Fargo Pacific Beach,2016-05-24,,1302 Garnet Avenue,0
1445,GNC,GNC,2016-06-02,storefront,11950 Carmel Mountain Road,0
1469,Wells Fargo - Santee,Wells Fargo - Santee,2016-06-10,,9771 Mission Gorge Road,0
1480,Fitness Direct,Fitness Direct,2016-06-11,storefront,8063 Balboa Avenue,0
1483,Love Scrubs,Love Scrubs,2016-06-14,storefront,705 Center Drive,0
1486,Richie Unavailable,Richie Unavailable,2016-06-14,,,0
1518,Finkbiner Apartment Building,Finkbiner Apartment Building,2016-06-17,,3645 Arizona Street,1
1521,Wheelihan Construction Building,Wheelihan Construction Building,2016-06-17,,420 South Broadway,0
1522,Integra R and D BLIND INSTALL,Integra R and D BLIND INSTALL,2016-06-19,,10085 Scripps Ranch Court,0
1660,Coin Op Laundry,Coin Op Laundry,2016-06-27,,3043 Clairemont Drive,1
1780,Fortune Way LLC,Fortune Way LLC,2016-06-28,Notify - 3 days,2580 Fortune Way,0
1867,Wells Fargo,Wells Fargo,2016-06-29,,3954 W Pt Loma Dr,0
2057,Skyline Sunroom,Skyline Sunroom,2016-07-13,,1955 Cordell Court,0
2122,G.T.M. #4,G.T.M. #4,2016-07-13,,6021 Corporate Center Drive,0
2266,Southland Electric,Southland Electric,2016-07-21,,4950 Greencraig Lane,1
2422,Bit Company,Bit Company,2016-07-25,,8085 La Mesa Boulevard,0
2505,La Costa Glen Health Center,La Costa Glen Health Center,2016-07-27,,1940 Levante Street,0
2511,La Mesa Village Chiropractic,La Mesa Village Chiropractic,2016-07-27,,4690 Nebo Drive,0
2520,Escondido Adult School,Escondido Adult School,2016-07-27,,220 West Crest Street,0
2653,Three Arch Capital,Three Arch Capital,2016-08-02,Property Manager,19450 Paradise Mountain Road,0
2729,Wells Fargo - 790 Otay,Wells Fargo - 790 Otay,2016-08-09,,790 Otay Lakes Road,0
2730,Wells Fargo - Garnet,Wells Fargo - Garnet,2016-08-09,,1302 Garnet Avenue,0
2751,Wells Fargo - Balboa,Wells Fargo - Balboa,2016-08-16,,5522 Balboa Avenue,0
